3140418, False, '2000', 'Illinois'
5954, False, '1985', 'Illinois'
5955, False, '1988', 'Alaska'
5956, False, '1987', 'California'
5957, False, '1993', 'Arizona'
5958, False, '1992', 'Texas'
5959, False, '1993', 'Alabama'
5960, False, '1993', 'Texas'
5961, False, '1989', 'Delaware'
5962, False, '1984', 'Louisiana'
5963, True, '1993', 'Illinois'
5964, False, '1987', 'Illinois'
5965, False, '1991', 'Louisiana'
5966, False, '1993', 'Illinois'
5967, False, '1993', 'Florida'
5968, True, '1968', 'Arizona'
5969, False, '1993', 'Colorado'
5970, False, '1988', 'California'
5971, False, '1993', 'Louisiana'
5972, True, '1981', 'Arizona'
5973, False, '1989', 'Iowa'
5974, True, '1993', 'Louisiana'
5975, False, '1991', 'Texas'
5976, False, '1990', 'Mississippi'
5977, False, '1993', 'Kentucky'
5978, False, '1986', 'Alabama'
5979, False, '1993', 'Alabama'
5980, False, '1993', 'Alabama'
5981, False, '1993', 'Mississippi'
5982, False, '1993', 'Texas'
5983, False, '1993', 'Louisiana'
5984, False, '1988', 'Louisiana'
5985, True, '1991', 'Texas'
5986, True, '1990', 'Massachusetts'
5987, True, '1991', 'Georgia'
5988, False, '1991', 'California'
5989, False, '1993', 'Texas'
5990, False, '1993', 'Louisiana'
5991, False, '1983', 'Louisiana'
5992, False, '1991', 'Tennessee'
5993, False, '1993', 'Mississippi'
5994, False, '1993', 'Mississippi'
5995, True, '1993', 'Texas'
5996, True, '1993', 'Alabama'
5997, False, '1990', 'Alaska'
5998, True, '1990', 'Louisiana'
5999, False, '1993', 'Alabama'
6000, False, '1993', 'California'
6001, False, '1990', 'Texas'
6002, False, '1977', 'Florida'
6003, False, '1986', 'Delaware'
6004, False, '1988', 'Arkansas'
6005, False, '1993', 'Minnesota'
6006, False, '1993', 'Texas'
6007, False, '1993', 'California'
6008, False, '1993', 'Texas'
6009, False, '1992', 'Texas'
6010, False, '1985', 'Delaware'
6011, False, '1979', 'Arkansas'
6012, False, '1993', 'Mississippi'
6013, False, '1991', 'Mississippi'
6014, False, '1992', 'California'
6015, False, '1993', 'Louisiana'
6016, False, '1988', 'Louisiana'
6017, False, '1992', 'Louisiana'
6018, False, '1993', 'Alabama'
6019, False, '1992', 'Louisiana'
6020, False, '1993', 'Illinois'
6021, True, '1993', 'Louisiana'
6022, False, '1993', 'Louisiana'
6023, True, '1988', 'Indiana'
6024, False, '1990', 'Florida'
6025, False, '1992', 'Florida'
6026, False, '1969', 'Louisiana'
6027, True, '1992', 'Florida'
6028, False, '1993', 'Colorado'
6029, False, '1987', 'Pennsylvania'
6030, False, '1977', 'Louisiana'
6031, False, '1993', 'Texas'
6032, False, '1993', 'Connecticut'
6033, False, '1993', 'Arizona'
6034, False, 'Date Unknown', 'Louisiana'
6035, False, '1984', 'Texas'
6036, False, '1993', 'Alabama'
6037, False, '1984', 'Arkansas'
6038, False, '1993', 'Louisiana'
6039, False, '1993', 'Michigan'
6040, False, '1993', 'Louisiana'
6041, False, '1992', 'Alaska'
6042, False, '1993', 'Texas'
6043, False, '1993', 'Illinois'
6044, False, '1993', 'Texas'
6045, True, '1993', 'Texas'
6046, True, '1993', 'Colorado'
6047, False, '1912', 'Colorado'
6048, False, '1993', 'Texas'
6049, False, '1993', 'Texas'
6050, False, '1993', 'Texas'
6051, False, '1993', 'New York'
6052, False, '1984', 'Louisiana'
6053, True, '1986', 'Louisiana'
6054, False, '1993', 'Arizona'
6055, False, '1986', 'Arkansas'
6056, False, '1993', 'Texas'
6057, False, '1982', 'Texas'
6058, False, '1993', 'Texas'
6059, False, '1989', 'Indiana'
6060, False, '1993', 'Illinois'
6061, False, '1993', 'Louisiana'
6062, False, '1993', 'Alaska'
6063, False, '1984', 'Mississippi'
6064, False, '1987', 'Texas'
6065, False, '1993', 'California'
6066, False, '1993', 'California'
6067, False, '1988', 'Louisiana'
6068, False, '1993', 'North Carolina'
6069, False, '1989', 'California'
6070, False, '1992', 'Tennessee'
6071, False, '1990', 'California'
6072, False, '1989', 'Louisiana'
6073, False, '1993', 'Louisiana'
6074, False, '1993', 'Florida'
6075, False, '1993', 'Florida'
6076, False, '1993', 'Florida'
6077, False, '1993', 'Florida'
6078, True, '1993', 'Louisiana'
6079, False, '1987', 'Texas'
6080, False, 'Date Unknown', 'Louisiana'
6081, False, '1976', 'Texas'
6082, False, '1993', 'Texas'
6083, False, '1990', 'Texas'
6084, False, '1988', 'Alabama'
6085, False, '1993', 'Louisiana'
6086, True, '1975', 'Georgia'
6087, True, '1990', 'Mississippi'
6088, False, '1993', 'Colorado'
6089, False, '1989', 'Alabama'
6090, False, '1985', 'Louisiana'
6091, False, '1993', 'Alaska'
6092, False, '1993', 'Texas'
6093, False, '1993', 'Texas'
6094, True, '1993', 'Louisiana'
6095, False, '1991', 'Texas'
6096, False, '1993', 'Georgia'
6097, False, '1989', 'Florida'
6098, False, '1975', 'Texas'
6099, False, '1992', 'Louisiana'
6100, True, '1993', 'Florida'
6101, False, '1990', 'Iowa'
6102, False, '1986', 'Louisiana'
6103, False, '1993', 'Louisiana'
6104, False, '1993', 'Louisiana'
6105, False, '1993', 'Texas'
6106, False, '1990', 'Invalid entry'
6107, False, '1993', 'Louisiana'
6108, False, '1993', 'Alabama'
6109, False, '1993', 'Mississippi'
6110, False, '1993', 'Texas'
6111, False, '1993', 'Arizona'
6112, False, '1993', 'Texas'
6113, False, '1993', 'Louisiana'
6114, False, '1993', 'Florida'
6115, False, '1993', 'Mississippi'
6116, False, '1994', 'Texas'
6117, False, '1993', 'Georgia'
6118, False, '1981', 'California'
6119, False, '1988', 'Louisiana'
6120, True, '1990', 'Iowa'
6121, False, '1990', 'Delaware'
6122, False, '1993', 'Texas'
6123, False, '1985', 'Illinois'
6124, True, '1993', 'Florida'
6125, False, '1993', 'Florida'
6126, False, '1994', 'Florida'
6127, True, '1993', 'Mississippi'
6128, False, '1989', 'Delaware'
6129, False, '1988', 'New York'
6130, False, '1994', 'Alabama'
6131, False, '1993', 'Maryland'
6132, False, '1994', 'Texas'
6133, False, '1993', 'Louisiana'
6134, False, '1993', 'Louisiana'
6135, False, '1991', 'Illinois'
6136, False, '1994', 'Mississippi'
6137, False, '1994', 'Louisiana'
6138, False, '1994', 'Louisiana'
6139, False, '1994', 'California'
6140, False, '1993', 'California'
6141, False, '1993', 'Indiana'
6142, False, 'Date Unknown', 'Louisiana'
6143, False, '1985', 'Texas'
6144, False, '1985', 'Texas'
6145, True, '1988', 'Alaska'
6146, False, '1993', 'Mississippi'
6147, False, '1986', 'Louisiana'
6148, False, '1994', 'Alabama'
6149, False, '1994', 'Arizona'
6150, False, '1993', 'Illinois'
6151, False, '1993', 'Texas'
6152, False, '1993', 'Texas'
6153, False, '1989', 'Louisiana'
6154, False, '1986', 'Louisiana'
6155, True, '1992', 'Louisiana'
6156, False, '1991', 'Texas'
6157, False, '1993', 'Texas'
6158, False, '1993', 'Texas'
6159, False, '1977', 'Delaware'
6160, False, '1987', 'Texas'
6161, False, '1994', 'Louisiana'
6162, True, '1990', 'Illinois'
6163, False, '1983', 'Louisiana'
6164, False, '1991', 'Louisiana'
6165, False, '1986', 'Louisiana'
6166, False, '1994', 'Louisiana'
6167, True, '1991', 'Kansas'
6168, False, '1988', 'Louisiana'
6169, False, '1993', 'Illinois'
6170, False, '1993', 'Mississippi'
6171, False, '1983', 'Mississippi'
6172, False, '1994', 'Texas'
6173, False, 'Date Unknown', 'Mississippi'
6174, False, '1993', 'Ohio'
6175, False, '1994', 'Louisiana'
6176, False, '1992', 'Texas'
6177, False, '1991', 'Texas'
6178, False, '1994', 'Illinois'
6179, False, '1967', 'Louisiana'
6180, True, '1994', 'Louisiana'
6181, False, '1994', 'Florida'
6182, False, '1989', 'Louisiana'
6183, False, '1988', 'Texas'
6184, False, '1994', 'Maryland'
6185, False, '1993', 'Louisiana'
6186, False, '1991', 'Connecticut'
6187, False, '1982', 'Texas'
6188, False, '1994', 'Alabama'
6189, False, '1989', 'Colorado'
6190, False, '1994', 'Illinois'
6191, False, '1994', 'Illinois'
6192, False, '1994', 'Louisiana'
6193, False, '1989', 'Colorado'
6194, False, '1994', 'Texas'
6195, False, '1994', 'Alabama'
6196, False, '1994', 'Texas'
6197, False, '1994', 'California'
6198, False, '1988', 'Texas'
6199, False, '1992', 'Louisiana'
6200, False, '1987', 'Mississippi'
6201, False, '1994', 'Arizona'
6202, False, '1994', 'Texas'
6203, False, '1985', 'California'
6204, False, '1994', 'Illinois'
6205, False, '1994', 'Illinois'
6206, False, '1988', 'Texas'
6207, False, '1986', 'Texas'
6208, False, '1993', 'Arizona'
6209, False, '1982', 'Texas'
6210, False, '1988', 'Mississippi'
6211, False, '1896', 'Maryland'
6212, False, '1994', 'Louisiana'
6213, False, '1989', 'Texas'
6214, False, '1984', 'Texas'
6215, False, '1981', 'Texas'
6216, True, '1987', 'Texas'
6217, True, '1994', 'Kentucky'
6218, False, '1994', 'Texas'
6219, False, '1967', 'Texas'
6220, False, '1994', 'Texas'
6221, False, '1949', 'Louisiana'
6222, True, '1994', 'Louisiana'
6223, False, '1994', 'Louisiana'
6224, False, '1993', 'Louisiana'
6225, False, '1994', 'Texas'
6226, False, '1991', 'Maryland'
6227, False, '1989', 'Texas'
6228, False, '1994', 'New York'
6229, False, '1992', 'Louisiana'
6230, False, '1989', 'Illinois'
6231, False, '1994', 'New York'
6232, False, '1985', 'Texas'
6233, False, '1994', 'Louisiana'
6234, False, '1994', 'Louisiana'
6235, False, '1994', 'Texas'
6236, False, '1994', 'Mississippi'
6237, False, '1994', 'Texas'
6238, True, '1994', 'California'
6239, True, '1990', 'Texas'
6240, False, '1994', 'Oklahoma'
6241, False, '1989', 'Louisiana'
6242, False, '1994', 'Illinois'
6243, False, '1994', 'Florida'
6244, False, '1994', 'Louisiana'
6245, True, '1994', 'Colorado'
6246, True, '1994', 'Colorado'
6247, True, '1994', 'Colorado'
6248, False, '1994', 'Invalid entry'
6249, False, '1994', 'California'
6250, False, '1994', 'Texas'
6251, True, '1994', 'Colorado'
6252, True, '1978', 'Massachusetts'
6253, False, '1994', 'Texas'
6254, False, '1994', 'Michigan'
6255, False, '1994', 'Arkansas'
6256, False, '1994', 'Indiana'
6257, False, '1991', 'Maryland'
6258, False, '1994', 'California'
6259, False, '1988', 'Louisiana'
6260, False, '1994', 'Texas'
6261, False, '1994', 'Texas'
6262, False, '1994', 'Arkansas'
6263, False, '1994', 'Louisiana'
6264, False, '1994', 'Louisiana'
6265, False, '1989', 'Florida'
6266, False, '1994', 'Alabama'
6267, False, '1994', 'Texas'
6268, True, '1994', 'New York'
6269, False, 'Date Unknown', 'Invalid entry'
6270, False, '1994', 'Invalid entry'
6271, True, '1994', 'Colorado'
6272, False, '1994', 'Texas'
6273, False, '1994', 'Florida'
6274, False, '1994', 'Indiana'
6275, True, '1994', 'Louisiana'
6276, False, '1994', 'California'
6277, False, '1994', 'Mississippi'
6278, False, '1983', 'Connecticut'
6279, False, '1994', 'Texas'
6280, False, '1992', 'Texas'
6281, True, '1986', 'Maryland'
6282, False, '1988', 'Louisiana'
6283, False, '1994', 'Oklahoma'
6284, False, '1994', 'Texas'
6285, False, '1994', 'Mississippi'
6286, False, '1994', 'Louisiana'
6287, True, '1994', 'Alabama'
6288, False, '1994', 'Alabama'
6289, True, '1994', 'Louisiana'
6290, False, '1994', 'California'
6291, False, '1994', 'Ohio'
6292, False, '1994', 'Florida'
6293, False, '1994', 'Louisiana'
6294, True, '1994', 'Texas'
6295, False, '1994', 'Iowa'
6296, False, '1994', 'Louisiana'
6297, False, '1994', 'Arkansas'
6298, False, '1994', 'California'
6299, False, '1994', 'Louisiana'
6300, False, '1994', 'Louisiana'
6301, False, '1994', 'Alabama'
6302, False, '1994', 'California'
6303, False, '1994', 'Louisiana'
6304, False, '1994', 'Michigan'
6305, False, '1994', 'Arizona'
6306, False, '1994', 'Texas'
6307, False, '1994', 'California'
6308, False, '1994', 'Texas'
6309, False, '1994', 'California'
6310, False, '1994', 'Connecticut'
6311, False, '1994', 'Louisiana'
6312, False, '1994', 'Florida'
6313, False, '1994', 'Georgia'
6314, False, '1994', 'Texas'
6315, False, '1994', 'California'
6316, False, '1994', 'New York'
6317, True, '1994', 'Texas'
6318, True, '1994', 'Texas'
6319, False, '1994', 'Texas'
6320, False, '1994', 'Rhode Island'
6321, False, '1994', 'Texas'
6322, False, '1994', 'Louisiana'
6323, False, '1994', 'Louisiana'
6324, False, '1994', 'Louisiana'
6325, False, '1994', 'Louisiana'
6326, False, '1994', 'Louisiana'
6327, False, '1994', 'Louisiana'
6328, False, '1994', 'Louisiana'
6329, False, '1994', 'Connecticut'
6330, False, '1994', 'Alabama'
6331, False, '1994', 'Invalid entry'
6332, False, '1994', 'Louisiana'
6333, False, '1994', 'Louisiana'
6334, False, '1994', 'Colorado'
6335, False, '1994', 'Maryland'
6336, False, '1994', 'Colorado'
6337, False, '1994', 'Maryland'
6338, False, '1994', 'Maryland'
6339, False, '1994', 'Maryland'
6340, False, '1994', 'Texas'
6341, False, '1994', 'Maryland'
6342, False, '1994', 'Maryland'
6343, False, '1994', 'Texas'
6344, False, '1994', 'Alabama'
6345, False, '1994', 'Louisiana'
6346, False, '1994', 'Texas'
6347, False, '1994', 'Mississippi'
6348, False, '1994', 'Mississippi'
6349, False, '1994', 'Florida'
6350, False, '1994', 'Arkansas'
6351, False, '1994', 'Colorado'
6352, False, '1994', 'Louisiana'
6353, False, '1994', 'Texas'
6354, False, '1994', 'California'
6355, False, '1994', 'Colorado'
6356, False, '1994', 'Louisiana'
6357, False, '1994', 'Maryland'
6358, False, '1994', 'Michigan'
6359, False, '1994', 'Arizona'
6360, False, '1994', 'Louisiana'
6361, True, '1994', 'California'
6362, False, '1994', 'Louisiana'
6363, False, '1994', 'Louisiana'
6364, True, '1994', 'Alabama'
6365, True, '1994', 'Alabama'
6366, False, '1994', 'Illinois'
6367, False, '1994', 'Illinois'
6368, False, '1994', 'Kansas'
6369, False, '1994', 'Arizona'
6370, False, '1994', 'Louisiana'
6371, False, '1994', 'California'
6372, False, '1994', 'Louisiana'
6373, False, '1994', 'Louisiana'
6374, True, '1994', 'Louisiana'
6375, False, '1994', 'Louisiana'
6376, False, '1994', 'Louisiana'
6377, False, '1994', 'Massachusetts'
6378, False, '1994', 'California'
6379, False, '1994', 'Texas'
6380, False, '1994', 'Illinois'
6381, False, '1994', 'Tennessee'
6382, True, '1994', 'California'
6383, False, '1994', 'California'
6384, False, '1994', 'Illinois'
6385, False, '1994', 'Texas'
6386, True, '1994', 'Texas'
6387, False, '1994', 'California'
6388, False, '1994', 'Louisiana'
6389, False, '1994', 'Texas'
6390, False, '1994', 'Texas'
6391, False, '1994', 'Indiana'
6392, False, '1994', 'Texas'
6393, True, '1994', 'Louisiana'
6394, False, '1994', 'Florida'
6395, True, '1994', 'Louisiana'
6396, False, '1994', 'Alabama'
6397, False, '1994', 'Alabama'
6398, False, '1994', 'Arizona'
6399, False, '1994', 'Louisiana'
6400, False, '1994', 'Louisiana'
6401, False, '1994', 'Louisiana'
6402, False, '1994', 'Louisiana'
6403, True, '1994', 'Louisiana'
6404, False, '1994', 'Louisiana'
6405, False, '1994', 'Alabama'
6406, False, '1994', 'Ohio'
6407, True, '1994', 'Texas'
6408, False, '1994', 'Texas'
6409, False, '1994', 'Louisiana'
6410, False, '1994', 'Invalid entry'
6411, False, '1994', 'Invalid entry'
6412, False, '1994', 'Texas'
6413, False, '1994', 'Louisiana'
6414, False, '1994', 'California'
6415, False, '1994', 'California'
6416, False, '1994', 'Maryland'
6417, False, '1994', 'Maryland'
6418, False, '1994', 'Louisiana'
6419, False, '1994', 'California'
6420, False, '1994', 'Alabama'
6421, False, '1994', 'Louisiana'
6422, False, '1994', 'Louisiana'
6423, False, '1994', 'Texas'
6424, False, '1994', 'Texas'
6425, False, '1994', 'Texas'
6426, False, '1994', 'Alabama'
6427, True, '1994', 'Minnesota'
6428, False, '1994', 'Texas'
6429, False, '1994', 'Texas'
6430, False, '1994', 'Illinois'
6431, False, '1994', 'Texas'
6432, False, '1994', 'Louisiana'
6433, True, '1994', 'Maryland'
6434, False, '1994', 'Kansas'
6435, False, '1994', 'Illinois'
6436, True, '1994', 'Louisiana'
6437, False, '1994', 'Louisiana'
6438, False, '1994', 'Florida'
6439, False, '1994', 'Alabama'
6440, False, '1994', 'Arizona'
6441, False, '1994', 'Alabama'
6442, False, '1994', 'Texas'
6443, False, '1994', 'Alabama'
6444, False, '1994', 'Louisiana'
6445, False, '1994', 'Arizona'
6446, False, '1994', 'Florida'
6447, False, '1994', 'California'
6448, False, '1994', 'Louisiana'
6449, False, '1994', 'Louisiana'
6450, False, '1994', 'Texas'
6451, False, '1994', 'Texas'
6452, False, '1992', 'Texas'
6453, True, '1994', 'Texas'
6454, False, '1994', 'Florida'
6455, False, '1994', 'Connecticut'
6456, False, '1994', 'New York'
6457, False, '1994', 'Texas'
6458, False, '1994', 'Texas'
6459, False, '1994', 'Texas'
6460, False, '1994', 'Louisiana'
6461, False, '1994', 'Indiana'
6462, False, '1994', 'Georgia'
6463, False, '1994', 'Louisiana'
6464, False, '1994', 'Texas'
6465, False, '1994', 'Michigan'
6466, False, '1994', 'Colorado'
6467, False, '1994', 'Louisiana'
6468, False, '1994', 'Louisiana'
6469, False, '1994', 'Texas'
6470, False, '1994', 'Louisiana'
6471, False, '1994', 'Louisiana'
6472, False, '1994', 'Louisiana'
6473, False, '1994', 'Massachusetts'
6474, False, '1994', 'Illinois'
6475, False, '1994', 'Texas'
6476, False, '1994', 'Texas'
6477, False, '1994', 'Mississippi'
6478, False, '1994', 'Maine'
6479, False, '1994', 'Mississippi'
6480, True, '1994', 'Ohio'
6481, False, '1994', 'Texas'
6482, False, '1994', 'Louisiana'
6483, False, '1994', 'Texas'
6484, True, '1994', 'Texas'
6485, True, '1994', 'Texas'
6486, False, '1994', 'Louisiana'
6487, False, '1994', 'Louisiana'
6488, False, '1994', 'Arkansas'
6489, False, '1994', 'Mississippi'
6490, True, '1994', 'Delaware'
6491, False, '1994', 'Illinois'
6492, True, '1994', 'Delaware'
6493, False, '1994', 'California'
6494, False, '1994', 'California'
6495, False, '1994', 'Missouri'
6496, False, '1994', 'Alaska'
6497, False, '1994', 'Texas'
6498, True, '1994', 'Texas'
6499, False, '1994', 'Idaho'
6500, False, '1994', 'Idaho'
6501, False, '1994', 'Texas'
6502, False, '1994', 'Texas'
6503, False, '1994', 'Texas'
6504, False, '1994', 'Texas'
6505, False, '1994', 'Colorado'
6506, False, '1994', 'Arizona'
6507, True, '1994', 'Louisiana'
6508, False, '1993', 'Arizona'
6509, False, '1994', 'Louisiana'
6510, False, '1994', 'Texas'
6511, True, '1994', 'Texas'
6512, False, '1994', 'Illinois'
6513, False, '1994', 'Louisiana'
6514, False, '1994', 'Georgia'
6515, False, '1994', 'Louisiana'
6516, False, '1994', 'Illinois'
6517, False, '1994', 'Louisiana'
6518, False, '1994', 'Louisiana'
6519, False, '1994', 'Louisiana'
6520, False, '1994', 'Alabama'
6521, True, '1994', 'Texas'
6522, False, '1994', 'Alabama'
6523, False, '1994', 'Texas'
6524, False, '1994', 'Missouri'
6525, False, '1994', 'Invalid entry'
6526, False, '1994', 'Texas'
6527, False, '1994', 'Mississippi'
6528, False, '1994', 'Arkansas'
6529, False, '1994', 'Colorado'
6530, False, '1994', 'Texas'
6531, False, '1994', 'Louisiana'
6532, True, '1994', 'Texas'
6533, True, '1994', 'Texas'
6534, False, '1994', 'Louisiana'
6535, True, '1994', 'Texas'
6536, False, '1994', 'Texas'
6537, False, '1994', 'Texas'
6538, False, '1994', 'California'
6539, True, '1975', 'Alabama'
6540, False, '1994', 'Louisiana'
6541, False, '1994', 'Texas'
6542, False, '1994', 'California'
6543, False, '1994', 'New York'
6544, False, '1994', 'Colorado'
6545, False, '1988', 'California'
6546, True, '1988', 'Michigan'
6547, False, '1994', 'Illinois'
6548, False, '1989', 'Texas'
6549, True, '1994', 'Texas'
6550, True, '1994', 'Delaware'
6551, False, '1994', 'Colorado'
6552, True, '1994', 'Maryland'
6553, False, '1994', 'Maryland'
6554, False, '1994', 'Texas'
6555, False, '1992', 'Massachusetts'
6556, False, '1990', 'Texas'
6557, False, '1994', 'Kentucky'
6558, True, '1991', 'Louisiana'
6559, False, '1994', 'California'
6560, True, '1992', 'Florida'
6561, False, '1988', 'New York'
6562, False, '1992', 'Texas'
6563, False, '1992', 'Mississippi'
6564, False, '1994', 'Texas'
6565, False, '1994', 'Texas'
6566, True, '1994', 'Mississippi'
6567, False, '1994', 'Illinois'
6568, False, '1994', 'Delaware'
6569, False, '1964', 'Texas'
6570, False, '1994', 'Connecticut'
6571, False, '1994', 'Florida'
6572, False, '1991', 'Louisiana'
6573, False, '1994', 'Louisiana'
6574, False, '1994', 'Florida'
6575, False, '1994', 'Louisiana'
6576, False, '1994', 'Georgia'
6577, False, '1988', 'Connecticut'
6578, False, '1990', 'Louisiana'
6579, False, '1994', 'Louisiana'
6580, False, '1994', 'Alabama'
6581, False, '1989', 'Illinois'
6582, False, '1994', 'Louisiana'
6583, False, '1994', 'Arkansas'
6584, False, 'Date Unknown', 'Louisiana'
6585, False, '1994', 'Georgia'
6586, False, '1994', 'Texas'
6587, False, '1994', 'Louisiana'
6588, False, '1994', 'Louisiana'
6589, False, '1986', 'Illinois'
6590, False, '1942', 'Illinois'
6591, True, '1994', 'Louisiana'
6592, False, '1994', 'California'
6593, False, '1994', 'Mississippi'
6594, False, '1994', 'Mississippi'
6595, False, '1994', 'Texas'
6596, False, '1994', 'Georgia'
6597, False, '1994', 'Oklahoma'
6598, False, '1994', 'Kentucky'
6599, False, '1994', 'Mississippi'
6600, False, '1994', 'California'
6601, False, '1994', 'Texas'
6602, False, '1994', 'Connecticut'
6603, False, '1994', 'Texas'
6604, False, '1994', 'Connecticut'
6605, False, '1994', 'Alabama'
6606, False, '1994', 'Louisiana'
6607, False, '1994', 'Louisiana'
6608, False, '1989', 'Mississippi'
6609, True, '1993', 'New Hampshire'
6610, False, '1996', 'Mississippi'
6611, False, '1957', 'Connecticut'
6612, False, '1994', 'Georgia'
6613, False, '1989', 'Texas'
6614, False, '1994', 'California'
6615, False, '1986', 'Ohio'
6616, False, '1988', 'Florida'
6617, True, '1994', 'California'
6618, True, '1994', 'California'
6619, False, '1994', 'Texas'
6620, True, '1988', 'Texas'
6621, False, '1986', 'Texas'
6622, False, '1994', 'Texas'
6623, False, 'Date Unknown', 'Texas'
6624, False, '1994', 'California'
6625, False, '1994', 'Texas'
6626, False, '1994', 'California'
6627, True, '1994', 'Delaware'
6628, False, '1989', 'Louisiana'
6629, False, 'Date Unknown', 'Georgia'
6630, False, '1982', 'Louisiana'
6631, False, '1982', 'Louisiana'
6632, False, '1994', 'Louisiana'
6633, False, '1994', 'Louisiana'
6634, False, '1991', 'Louisiana'
6635, False, '1986', 'Alabama'
6636, False, '1994', 'Kansas'
6637, False, '1994', 'Texas'
6638, True, '1993', 'Georgia'
6639, False, '1994', 'Louisiana'
6640, False, '1987', 'Louisiana'
6641, False, '1987', 'Louisiana'
6642, False, '1992', 'New York'
6643, False, '1985', 'Texas'
6644, False, '1989', 'Texas'
6645, False, '1994', 'Louisiana'
6646, False, '1989', 'Texas'
6647, False, '1950', 'Louisiana'
6648, False, '1990', 'New York'
6649, False, '1988', 'Texas'
6650, False, '1994', 'Mississippi'
6651, False, '1994', 'Texas'
6652, True, '1994', 'California'
6653, False, '1993', 'Texas'
6654, False, '1994', 'New York'
6655, False, '1984', 'Maryland'
6656, False, 'Date Unknown', 'Texas'
6657, False, '1938', 'Texas'
6658, False, '1991', 'Massachusetts'
6659, False, '1989', 'Louisiana'
6660, False, '1967', 'Louisiana'
6661, True, '1986', 'Louisiana'
6662, False, '1990', 'Connecticut'
6663, False, '1989', 'Louisiana'
6664, False, '1989', 'Louisiana'
6665, False, '1908', 'Indiana'
6666, False, '1986', 'Mississippi'
6667, False, '1994', 'Louisiana'
6668, False, '1994', 'Texas'
6669, False, '1994', 'Texas'
6670, False, '1994', 'Texas'
6671, False, '1994', 'California'
6672, False, '1994', 'California'
6673, False, '1994', 'New Mexico'
6674, True, '1994', 'California'
6675, False, '1994', 'Arizona'
6676, False, '1994', 'Texas'
6677, False, '1994', 'Louisiana'
6678, False, '1994', 'Louisiana'
6679, False, '1994', 'Alaska'
6680, False, '1994', 'Texas'
6681, False, '1991', 'Texas'
6682, False, '1993', 'Hawaii'
6683, True, '1992', 'Texas'
6684, False, '1981', 'New York'
6685, False, '1994', 'Texas'
6686, False, '1994', 'Texas'
6687, False, '1988', 'Texas'
6688, False, '1992', 'Texas'
6689, False, '1988', 'Texas'
6690, True, '1986', 'Texas'
6691, False, '1993', 'Texas'
6692, False, '1989', 'Texas'
6693, False, '1994', 'Connecticut'
6694, False, '1994', 'Louisiana'
6695, True, '1994', 'California'
6696, True, '1994', 'California'
6697, False, '1993', 'Kansas'
6698, False, '1991', 'Texas'
6699, False, '1980', 'Louisiana'
6700, False, '1984', 'Kansas'
6701, False, '1978', 'Mississippi'
6702, False, '1994', 'Massachusetts'
6703, False, '1994', 'Louisiana'
6704, False, '1994', 'Mississippi'
6705, False, '1987', 'Arkansas'
6706, True, '1988', 'Mississippi'
6707, True, '1992', 'Mississippi'
6708, True, '1973', 'Louisiana'
6709, False, '1994', 'Arizona'
6710, False, '1994', 'Arizona'
6711, True, '1994', 'Texas'
6712, False, '1994', 'Louisiana'
6713, False, '1990', 'Texas'
6714, False, '1994', 'Texas'
6715, False, '1993', 'Texas'
6716, False, '1986', 'Alabama'
6717, False, '1994', 'Texas'
6718, False, '1991', 'Texas'
6719, False, '1994', 'Maryland'
6720, False, '1984', 'Georgia'
6721, False, '1991', 'Texas'
6722, False, '1994', 'Texas'
6723, False, '1994', 'Maryland'
6724, False, '1994', 'California'
6725, False, '1994', 'Mississippi'
6726, False, '1994', 'Georgia'
6727, False, '1988', 'Texas'
6728, False, '1986', 'Pennsylvania'
6729, True, '1994', 'Florida'
6730, False, '1994', 'Alabama'
6731, False, '1994', 'Texas'
6732, True, '1992', 'California'
6733, True, '1992', 'California'
6734, False, '1984', 'Texas'
6735, False, '1994', 'Louisiana'
6736, False, '1990', 'Louisiana'
6737, True, '1973', 'California'
6738, False, '1994', 'Louisiana'
6739, True, '1994', 'California'
6740, False, '1994', 'New York'
6741, False, '1994', 'Missouri'
6742, True, '1994', 'Texas'
6743, False, '1978', 'Louisiana'
6744, False, '1989', 'Alabama'
6745, False, '1994', 'New Jersey'
6746, False, '1994', 'Arkansas'
6747, False, '1994', 'Texas'
6748, False, '1994', 'Delaware'
6749, False, '1994', 'Alabama'
6750, True, '1994', 'Texas'
6751, False, '1986', 'Texas'
6752, False, '1994', 'Texas'
6753, False, '1994', 'Alabama'
6754, False, '1990', 'Louisiana'
6755, False, '1991', 'California'
6756, False, '1994', 'Arizona'
6757, False, '1991', 'Texas'
6758, False, '1991', 'Texas'
6759, False, '1994', 'Texas'
6760, False, '1992', 'Colorado'
6761, False, '1986', 'Texas'
6762, False, '1994', 'Louisiana'
6763, False, '1982', 'Louisiana'
6764, False, '1990', 'Louisiana'
6765, True, '1993', 'Louisiana'
6766, False, '1994', 'Georgia'
6767, False, '1994', 'Georgia'
6768, False, '1994', 'Invalid entry'
6769, True, '1988', 'Mississippi'
6770, True, '1994', 'Texas'
6771, False, '1994', 'Alabama'
6772, False, '1993', 'Texas'
6773, False, '1994', 'Mississippi'
6774, False, '1994', 'Illinois'
6775, False, '1994', 'Texas'
6776, False, '1982', 'Mississippi'
6777, False, '1995', 'Illinois'
6778, False, '1994', 'Texas'
6779, False, '1994', 'Connecticut'
6780, True, '1994', 'Invalid entry'
