State,District,Year,Party,Incumbent,Dem Votes,GOP Votes,Other Votes,Efficiency Gap
MO,137,2006,D,0,4567,3600,0,-0.3815966695236929
MO,138,2006,D,1,7172,5256,0,-0.3458319922755069
MO,139,2006,R,0,6693,8370,398,-0.3886675960963951
MO,140,2006,R,1,4805,8953,398,-0.19850268934438145
MO,141,2006,R,1,4885,10773,0,-0.12396219185081109
MO,142,2006,R,1,0,13614,0,0.5
MO,143,2006,R,1,4181,8445,0,-0.16228417551085061
MO,144,2006,R,1,0,11235,0,0.5
MO,145,2006,R,1,0,11887,0,0.5
MO,146,2006,R,1,3419,9502,0,-0.029216004953177
MO,147,2006,R,1,3896,6309,0,-0.263547280744733
MO,148,2006,R,1,2920,6087,0,-0.14838458976351726
MO,149,2006,R,1,5369,7106,0,-0.36076152304609216
MO,150,2006,R,0,4105,8119,556,-0.17162958115183247
MO,151,2006,R,1,3422,8279,0,-0.0849072728826596
MO,152,2006,D,1,10918,0,0,0.5
MO,153,2006,R,1,5787,6466,0,-0.44458499959193665
MO,154,2006,R,1,2802,7781,0,-0.029528489086270433
MO,155,2006,R,1,0,12463,0,0.5
MO,156,2006,R,1,5774,7503,0,-0.3697747985237629
MO,157,2006,R,1,0,12605,0,0.5
MO,158,2006,R,1,4251,7364,323,-0.2319845027981059
MO,159,2006,R,1,5512,7230,0,-0.365170302935175
MO,160,2006,R,0,4676,6500,0,-0.3367931281317108
MO,161,2006,D,0,5501,5349,0,-0.48599078341013824
MO,162,2006,D,1,6702,0,0,0.5
MO,163,2006,D,0,5451,3852,0,-0.3281199613028056
MO,1,2008,R,1,6046,9439,0,-0.2808847271553116
MO,2,2008,D,1,8626,7169,0,-0.40775561886672995
MO,3,2008,R,0,6025,9924,0,-0.25553326227349676
MO,4,2008,R,1,4975,11266,0,-0.11264700449479711
MO,5,2008,R,1,7255,9602,0,-0.360770006525479
MO,6,2008,D,1,14614,0,0,0.5
MO,7,2008,R,0,7509,7937,0,-0.47229056066295483
MO,8,2008,D,1,8655,7327,0,-0.4169065198348142
MO,9,2008,D,1,14451,0,0,0.5
MO,10,2008,D,1,8332,6160,0,-0.3501242064587359
MO,11,2008,D,1,11653,8874,388,-0.36461733326837825
MO,12,2008,R,1,8493,12838,0,-0.296305845951901
MO,13,2008,R,0,13703,19170,0,-0.33369330453563717
MO,14,2008,R,1,7219,11952,0,-0.25311668666214593
MO,15,2008,R,1,7848,11230,0,-0.3227277492399623
MO,16,2008,R,0,9171,10366,0,-0.4388340072682602
MO,17,2008,D,0,10950,10877,0,-0.49665551839464883
MO,18,2008,R,0,5750,9165,517,-0.27103586992960105
MO,19,2008,R,1,9140,13401,818,-0.3109666829333215
MO,20,2008,R,0,6008,10228,0,-0.24008376447400837
MO,21,2008,R,1,7897,10123,0,-0.3764705882352941
MO,22,2008,R,1,7361,7961,0,-0.46084062132880826
MO,23,2008,D,0,16884,0,0,0.5
MO,24,2008,D,0,12507,12091,0,-0.48308805593950727
MO,25,2008,D,0,11686,6364,0,-0.20515235457063713
MO,26,2008,D,1,13211,0,0,0.5
MO,27,2008,D,1,11926,0,0,0.5
MO,28,2008,R,1,8209,10246,0,-0.3896234082904362
MO,29,2008,D,1,14235,0,0,0.5
MO,30,2008,R,1,7982,13478,0,-0.24389561975768873
MO,31,2008,D,1,12347,0,0,0.5
MO,32,2008,D,1,18031,0,0,0.5
MO,33,2008,R,1,8323,9442,0,-0.4370109766394596
MO,34,2008,R,1,7055,11186,0,-0.27353215284249766
MO,35,2008,R,1,11075,16825,0,-0.2939068100358423
MO,36,2008,R,1,6278,9617,0,-0.2899339414910349
MO,37,2008,D,1,13929,0,0,0.5
MO,38,2008,R,1,8574,12083,0,-0.33013022220070676
MO,39,2008,D,1,13887,0,2862,0.5
MO,40,2008,D,1,6654,0,0,0.5
MO,41,2008,D,1,10519,0,0,0.5
MO,42,2008,D,1,13851,0,0,0.5
MO,43,2008,D,0,14165,0,0,0.5
MO,44,2008,D,0,16082,0,0,0.5
MO,45,2008,D,1,11470,5370,0,-0.1377672209026128
MO,46,2008,D,1,16869,0,0,0.5
MO,47,2008,R,1,8630,12610,0,-0.3126177024482109
MO,48,2008,R,1,8078,11170,0,-0.3393599334995844
MO,49,2008,D,0,12715,0,0,0.5
MO,50,2008,D,1,13421,0,0,0.5
MO,51,2008,D,1,9647,0,0,0.5
MO,52,2008,D,1,12559,7191,0,-0.2282025316455696
MO,53,2008,D,1,10220,5976,0,-0.23795999012101754
MO,54,2008,R,1,7630,12934,626,-0.2420735265512546
MO,55,2008,R,1,6838,12685,396,-0.20050709419658863
MO,56,2008,R,1,8508,14220,0,-0.24868004223864837
MO,57,2008,D,1,13773,0,0,0.5
MO,58,2008,D,0,13648,0,0,0.5
MO,59,2008,D,1,10654,0,1080,0.5
MO,60,2008,D,1,14776,0,0,0.5
MO,61,2008,D,0,14233,0,0,0.5
MO,62,2008,R,1,5127,13944,0,-0.037675003932672646
MO,63,2008,D,0,13056,0,2234,0.5
MO,64,2008,D,1,13983,0,1135,0.5
MO,65,2008,D,0,14429,0,0,0.5
MO,66,2008,D,1,10006,4606,0,-0.1304407336435806
MO,67,2008,D,0,11598,0,0,0.5
MO,68,2008,R,1,0,12505,0,0.5
MO,69,2008,D,1,12950,0,1116,0.5
MO,70,2008,D,0,14498,0,0,0.5
MO,71,2008,D,0,13992,0,0,0.5
MO,72,2008,D,1,16147,0,0,0.5
MO,73,2008,D,0,12811,5728,0,-0.1179405577431361
MO,74,2008,D,0,17411,0,0,0.5
MO,75,2008,D,0,13962,0,0,0.5
MO,76,2008,D,1,11937,0,2098,0.5
MO,77,2008,D,1,11502,0,0,0.5
MO,78,2008,D,0,8960,6304,0,-0.3259958071278826
MO,79,2008,D,1,14046,0,0,0.5
MO,80,2008,D,1,15925,0,0,0.5
MO,81,2008,D,0,15486,0,0,0.5
MO,82,2008,D,0,11475,7745,0,-0.3059313215400624
MO,83,2008,D,1,14176,0,0,0.5
MO,84,2008,R,1,0,17067,0,0.5
MO,85,2008,D,0,9326,7798,0,-0.41076851202989956
MO,86,2008,R,0,8478,11691,0,-0.34069611780455156
MO,87,2008,R,0,8352,12572,0,-0.2983177212770025
MO,88,2008,R,0,0,14814,0,0.5
MO,89,2008,R,1,5370,14247,0,-0.04748432482030891
MO,90,2008,D,1,12612,0,0,0.5
MO,91,2008,D,0,10734,10155,0,-0.4722820623294557
MO,92,2008,R,0,6711,11004,557,-0.25766299745977983
MO,93,2008,R,1,8583,10857,0,-0.3830246913580247
MO,94,2008,R,1,9828,11623,0,-0.4163209174397464
MO,95,2008,R,0,7944,11882,0,-0.30137193584182387
MO,96,2008,D,1,10215,4258,0,-0.08840599737442134
MO,97,2008,R,1,8435,10848,0,-0.37486386972981384
MO,98,2008,R,1,6909,10356,0,-0.3003475238922676
MO,99,2008,R,1,6487,13378,0,-0.15310848225522275
MO,100,2008,D,1,12959,6514,0,-0.16902891182663174
MO,101,2008,D,1,14065,0,0,0.5
MO,102,2008,D,1,14458,0,0,0.5
MO,103,2008,D,1,15759,0,0,0.5
MO,104,2008,D,1,13834,0,0,0.5
MO,105,2008,D,1,13035,0,0,0.5
MO,106,2008,R,1,0,12769,0,0.5
MO,107,2008,D,0,7700,7170,0,-0.4643577673167451
MO,108,2008,D,0,11167,0,0,0.5
MO,109,2008,R,0,8312,11099,0,-0.3564216166091391
MO,110,2008,D,1,13715,0,0,0.5
MO,111,2008,R,1,7019,9108,0,-0.3704656786755131
MO,112,2008,R,1,4043,12849,0,0.021311863604072934
MO,113,2008,R,1,6316,10086,0,-0.2701499817095476
MO,114,2008,R,1,5028,14016,4,-0.028040327662255827
MO,115,2008,R,1,0,14501,0,0.5
MO,116,2008,R,1,0,15276,0,0.5
MO,117,2008,R,1,0,13405,0,0.5
MO,118,2008,R,1,6533,8709,0,-0.35723658312557405
MO,119,2008,R,1,0,15314,0,0.5
MO,120,2008,R,0,8540,8893,0,-0.4797510468651408
MO,121,2008,R,0,6886,7008,0,-0.4912192313228732
MO,122,2008,R,1,8365,10906,0,-0.3681438430802761
MO,123,2008,R,0,9058,11643,0,-0.3751268054683349
MO,124,2008,D,1,12193,8668,0,-0.33102439959733476
MO,125,2008,R,1,6123,9429,0,-0.28742283950617287
MO,126,2008,R,1,5654,11419,0,-0.16233233760909038
MO,127,2008,R,0,0,14190,0,0.5
MO,128,2008,R,1,0,13613,0,0.5
MO,129,2008,R,1,0,11983,0,0.5
MO,130,2008,R,1,0,13045,0,0.5
MO,131,2008,R,1,0,13040,0,0.5
MO,132,2008,R,1,6931,8739,0,-0.38462029355456284
MO,133,2008,R,1,0,14325,0,0.5
MO,134,2008,R,1,0,20349,0,0.5
MO,135,2008,R,1,9597,12324,0,-0.3755987409333516
MO,136,2008,R,0,8047,11060,0,-0.34230910137645887
MO,137,2008,D,1,7250,3867,0,-0.19569128361968158
MO,138,2008,D,1,10033,6216,0,-0.26509323650686195
MO,139,2008,R,1,6057,13611,0,-0.11592434411226357
MO,140,2008,R,1,0,15685,0,0.5
MO,141,2008,R,1,5890,15745,0,-0.04448809798936908
MO,142,2008,R,1,0,19517,44,0.5
MO,143,2008,R,1,5457,11418,0,-0.14675555555555556
MO,144,2008,R,0,4312,11509,0,-0.04509828708678339
MO,145,2008,R,1,0,15844,0,0.5
MO,146,2008,R,1,0,15037,0,0.5
MO,147,2008,R,1,0,10566,0,0.5
MO,148,2008,R,1,0,11073,0,0.5
MO,149,2008,R,0,6013,9456,284,-0.2774258193806969
MO,150,2008,R,1,4544,10589,0,-0.1005418621555541
MO,151,2008,R,1,0,10448,4608,0.5
MO,152,2008,D,1,10528,3949,494,-0.04555501830489742
MO,153,2008,R,1,0,12640,0,0.5
MO,154,2008,R,1,0,10277,3640,0.5
MO,155,2008,R,1,7932,12684,47,-0.26949941792782306
MO,156,2008,R,0,6987,8261,0,-0.41644805876180485
MO,157,2008,R,1,0,15335,2853,0.5
MO,158,2008,R,0,0,11392,3541,0.5
MO,159,2008,R,1,6283,10179,0,-0.2633337383064026
MO,160,2008,R,1,0,12557,0,0.5
MO,161,2008,D,1,11913,0,0,0.5
MO,162,2008,D,1,10232,0,0,0.5
MO,163,2008,D,1,9173,0,2781,0.5
MO,1,2010,R,0,4796,7467,0,-0.28219032863084076
MO,2,2010,R,0,4423,6794,0,-0.2886244093786217
MO,3,2010,R,1,0,10213,0,0.5
MO,4,2010,R,1,1934,9442,0,0.159985935302391
MO,5,2010,R,0,4672,7172,431,-0.2889226612630868
MO,6,2010,R,0,4892,6564,0,-0.3540502793296089
MO,7,2010,R,1,2858,8389,0,-0.008224415399662132
MO,8,2010,D,1,7444,5067,0,-0.3100071936695708
MO,9,2010,D,1,9362,0,0,0.5
MO,10,2010,R,0,4307,5865,638,-0.3468344475029493
MO,11,2010,D,1,8259,6527,0,-0.38286216691464897
MO,12,2010,R,1,4744,9800,0,-0.15236523652365236
MO,13,2010,R,1,7743,16214,0,-0.14640814793171097
MO,14,2010,R,0,4542,8886,0,-0.17649687220732796
MO,15,2010,R,1,4404,7632,765,-0.23180458624127617
MO,16,2010,R,1,4414,8776,0,-0.16929492039423805
MO,17,2010,R,0,6456,8104,0,-0.3868131868131868
MO,18,2010,R,1,3337,7165,0,-0.13549800038087984
MO,19,2010,R,0,5185,10474,0,-0.16223896800561977
MO,20,2010,R,1,0,9838,0,0.5
MO,21,2010,R,0,5019,7133,0,-0.326036866359447
MO,22,2010,R,0,3380,7813,0,-0.10394889663182347
MO,23,2010,D,1,9373,4415,0,-0.1404119524223963
MO,24,2010,D,1,9412,7426,0,-0.3820525002969474
MO,25,2010,D,1,5975,0,0,0.5
MO,26,2010,D,1,9271,0,0,0.5
MO,27,2010,D,0,4922,3211,0,-0.2896225255133407
MO,28,2010,R,0,4609,7967,0,-0.23298346055979643
MO,29,2010,R,0,3908,6942,0,-0.22036866359447005
MO,30,2010,R,0,6044,8888,0,-0.30953656576480043
MO,31,2010,D,0,4669,4437,0,-0.4745222929936306
MO,32,2010,R,0,7267,7441,0,-0.48816970356268696
MO,33,2010,R,1,4204,7853,0,-0.19735423405490587
MO,34,2010,R,0,5457,6551,0,-0.40889407061958694
MO,35,2010,R,0,5997,13656,0,-0.11028850557166844
MO,36,2010,R,1,3680,7160,0,-0.17896678966789667
MO,37,2010,D,1,6785,0,0,0.5
MO,38,2010,R,1,3979,9133,0,-0.10692495424039049
MO,39,2010,D,0,8314,0,0,0.5
MO,40,2010,D,0,2373,0,1187,0.5
MO,41,2010,D,1,5002,0,0,0.5
MO,42,2010,D,1,7441,0,0,0.5
MO,43,2010,D,0,7621,0,0,0.5
MO,44,2010,D,1,8922,3892,0,-0.1074605899797097
MO,45,2010,D,1,6595,4348,0,-0.2946632550488897
MO,46,2010,D,0,8418,5044,0,-0.2493685930768088
MO,47,2010,R,1,0,10984,0,0.5
MO,48,2010,R,0,5769,6882,339,-0.41202276499881435
MO,49,2010,D,1,7350,0,0,0.5
MO,50,2010,D,1,7484,0,0,0.5
MO,51,2010,D,0,3683,2765,524,-0.3576302729528536
MO,52,2010,R,0,5290,8123,0,-0.2887869976888094
MO,53,2010,R,0,4214,5291,0,-0.3866912151499211
MO,54,2010,R,0,4926,8738,0,-0.22101873536299765
MO,55,2010,R,0,4251,7744,570,-0.20879533138807838
MO,56,2010,R,0,5986,10370,0,-0.23196380533137687
MO,57,2010,D,0,7385,0,0,0.5
MO,58,2010,D,0,7383,0,0,0.5
MO,59,2010,D,1,6133,0,0,0.5
MO,60,2010,D,1,8023,0,0,0.5
MO,61,2010,D,1,7804,0,0,0.5
MO,62,2010,R,0,0,12348,0,0.5
MO,63,2010,D,1,8242,0,0,0.5
MO,64,2010,D,0,7210,2005,188,0.06483993488876831
MO,65,2010,D,1,9309,0,0,0.5
MO,66,2010,D,0,5687,3816,0,-0.303114805850784
MO,67,2010,D,1,6260,1370,0,0.14089121887287026
MO,68,2010,R,1,0,9364,0,0.5
MO,69,2010,D,0,6261,0,1820,0.5
MO,70,2010,D,1,8287,0,0,0.5
MO,71,2010,D,0,8050,0,0,0.5
MO,72,2010,D,0,9744,0,598,0.5
MO,73,2010,D,0,7728,4851,0,-0.27128547579298834
MO,74,2010,D,1,10557,3616,0,-0.010265998729979539
MO,75,2010,D,1,6864,4108,0,-0.24881516587677724
MO,76,2010,D,0,7668,0,0,0.5
MO,77,2010,D,0,5107,3060,0,-0.24935716909513897
MO,78,2010,D,1,5864,4034,0,-0.31511416447767227
MO,79,2010,D,0,6010,5192,433,-0.42697732547759326
MO,80,2010,D,0,10095,0,0,0.5
MO,81,2010,D,1,9938,0,0,0.5
MO,82,2010,D,1,9947,0,0,0.5
MO,83,2010,D,1,7435,3947,0,-0.19355122122649798
MO,84,2010,R,0,0,12571,0,0.5
MO,85,2010,R,0,5824,6482,0,-0.4465301478953356
MO,86,2010,R,1,0,11809,0,0.5
MO,87,2010,R,1,0,12479,0,0.5
MO,88,2010,R,1,0,10582,0,0.5
MO,89,2010,R,1,0,12190,0,0.5
MO,90,2010,R,0,4727,4980,438,-0.4739363346038941
MO,91,2010,D,1,8103,7418,260,-0.45586624573158946
MO,92,2010,R,1,0,10499,0,0.5
MO,93,2010,R,1,0,10719,0,0.5
MO,94,2010,R,1,7267,9326,0,-0.37591152895799435
MO,95,2010,R,1,5385,9870,427,-0.20599803343166176
MO,96,2010,D,0,5655,4062,0,-0.3360605125038592
MO,97,2010,R,0,4880,9072,427,-0.19954128440366972
MO,98,2010,R,0,4603,7050,0,-0.29001115592551274
MO,99,2010,R,0,0,12030,0,0.5
MO,100,2010,R,0,5072,9593,256,-0.19171496760995568
MO,101,2010,D,1,5968,4626,0,-0.37332452331508403
MO,102,2010,R,0,4964,5928,883,-0.41149467499081893
MO,103,2010,D,1,6228,5763,0,-0.4612209156867651
MO,104,2010,D,1,7933,0,0,0.5
MO,105,2010,R,0,4944,6450,0,-0.3678251711427067
MO,106,2010,R,1,0,8394,0,0.5
MO,107,2010,D,1,5836,3471,0,-0.24589019017943484
MO,108,2010,D,1,5398,2914,0,-0.20115495668912417
MO,109,2010,R,1,0,12015,0,0.5
MO,110,2010,D,0,6089,4750,0,-0.3764646185072424
MO,111,2010,R,0,3353,8554,0,-0.06319811875367431
MO,112,2010,R,1,4170,9210,0,-0.12331838565022421
MO,113,2010,R,0,4369,7744,0,-0.22137373070255098
MO,114,2010,R,0,0,11276,2178,0.5
MO,115,2010,R,1,0,9789,2123,0.5
MO,116,2010,R,0,4151,9271,561,-0.11853673074057518
MO,117,2010,R,0,0,8401,2552,0.5
MO,118,2010,R,1,3092,7057,492,-0.1093211153808257
MO,119,2010,R,0,3953,9006,746,-0.11007793811250868
MO,120,2010,R,1,3391,9382,393,-0.030963751663665544
MO,121,2010,R,1,3480,5292,376,-0.29343365253077974
MO,122,2010,R,1,4733,9543,0,-0.1630708882039787
MO,123,2010,R,1,4091,10268,0,-0.06981683961278641
MO,124,2010,R,0,7335,8100,359,-0.45043731778425655
MO,125,2010,R,1,0,9800,0,0.5
MO,126,2010,R,0,0,11376,0,0.5
MO,127,2010,R,1,0,10006,0,0.5
MO,128,2010,R,0,0,8939,0,0.5
MO,129,2010,R,0,2629,6341,0,-0.08617614269788183
MO,130,2010,R,0,0,9264,0,0.5
MO,131,2010,R,0,0,8986,0,0.5
MO,132,2010,R,1,0,10242,0,0.5
MO,133,2010,R,0,0,10744,0,0.5
MO,134,2010,R,0,0,13928,0,0.5
MO,135,2010,R,1,0,13317,0,0.5
MO,136,2010,R,1,3372,8381,0,-0.07381094188717774
MO,137,2010,R,0,2792,3086,0,-0.44998298741068393
MO,138,2010,D,1,4704,4604,526,-0.4892565535023636
MO,139,2010,R,1,0,12134,0,0.5
MO,140,2010,R,0,3313,9030,433,-0.036822490480434254
MO,141,2010,R,0,3595,11895,0,0.035829567462879276
MO,142,2010,R,1,0,13603,2201,0.5
MO,143,2010,R,0,0,9128,3258,0.5
MO,144,2010,R,1,0,10620,0,0.5
MO,145,2010,R,0,0,11230,0,0.5
MO,146,2010,R,1,0,11264,0,0.5
MO,147,2010,R,1,0,8143,0,0.5
MO,148,2010,R,1,0,7963,0,0.5
MO,149,2010,R,0,3926,7370,0,-0.19511331444759206
MO,150,2010,R,1,0,9807,0,0.5
MO,151,2010,R,1,0,9338,0,0.5
MO,152,2010,R,0,4869,6302,0,-0.37172142153791066
MO,153,2010,R,0,3856,6393,647,-0.2524636549907308
MO,154,2010,R,0,3011,6935,0,-0.10546953549165494
MO,155,2010,R,0,5439,10394,0,-0.18704604307459105
MO,156,2010,R,1,0,9162,0,0.5
MO,157,2010,R,0,0,10985,2399,0.5
MO,158,2010,R,0,0,8742,2232,0.5
MO,159,2010,R,1,3741,8847,0,-0.09437559580552908
MO,160,2010,R,1,0,8450,0,0.5
MO,161,2010,D,1,4902,3929,0,-0.38981995244026724
MO,162,2010,D,1,4955,0,0,0.5
MO,163,2010,R,0,3613,4368,0,-0.40540032577371254
MO,1,2012,R,1,45689,57886,0,-0.3822399227612841
MO,2,2012,R,1,0,10831,3056,0.5
MO,3,2012,R,0,36494,43684,0,-0.41032452792536606
MO,4,2012,R,1,0,12799,0,0.5
MO,5,2012,R,1,71165,9089,0,-1.273494156054527
MO,6,2012,R,0,5559,10171,0,-0.20680228862047043
MO,7,2012,R,1,70432,8630,0,-1.2816903189901596
MO,8,2012,R,0,6224,10486,0,-0.24494314781567925
MO,9,2012,R,1,62964,15130,0,-1.112518247240505
MO,10,2012,D,1,10244,0,0,0.5
MO,11,2012,R,1,50824,13316,0,-1.0847832865606486
MO,12,2012,R,0,0,15565,0,0.5
MO,13,2012,R,1,74907,26955,0,-0.9707545502739
MO,14,2012,R,1,7991,9663,0,-0.40529058570295684
MO,15,2012,D,0,9294,84996,0,-1.3028635062042635
MO,16,2012,R,0,7138,11290,0,-0.2746906880833514
MO,17,2012,R,1,46497,51204,0,-0.4518223969048423
MO,18,2012,D,1,12694,0,0,0.5
MO,19,2012,D,1,40786,47067,0,-0.5714944281925489
MO,20,2012,D,0,7692,7514,0,-0.4882940944364067
MO,21,2012,D,1,30764,53754,3351,-0.7720130623062543
MO,22,2012,D,0,14180,0,0,0.5
MO,23,2012,D,0,10667,72310,0,-1.2428926087952084
MO,24,2012,D,0,13323,2733,0,0.15956651718983558
MO,25,2012,D,0,41023,43442,0,-0.5286390812762682
MO,26,2012,D,1,16205,0,0,0.5
MO,27,2012,D,0,13500,61891,0,-1.1418670663607062
MO,28,2012,D,1,9119,6811,0,-0.3551161330822348
MO,29,2012,R,1,8180,73494,0,0.2996914562773955
MO,30,2012,R,1,7306,11335,0,-0.28386352663483716
MO,31,2012,R,1,35757,59498,0,-0.2507637394362501
MO,32,2012,R,1,5443,11015,0,-0.161441244379633
MO,33,2012,R,0,5814,70052,0,0.3467297603669628
MO,34,2012,R,1,0,14828,0,0.5
MO,35,2012,R,1,0,14230,0,0.5
MO,36,2012,D,1,13762,0,0,0.5
MO,37,2012,D,0,9813,7110,0,-0.340276546711576
MO,38,2012,R,1,6997,10215,0,-0.313037415756449
MO,39,2012,R,0,6878,8723,0,-0.38173835010576246
MO,40,2012,R,0,7417,7999,0,-0.46224701608718216
MO,41,2012,D,1,9589,6857,0,-0.3338805788641615
MO,42,2012,R,1,0,14452,0,0.5
MO,43,2012,R,1,4959,8702,0,-0.22600834492350486
MO,44,2012,R,0,7676,7996,0,-0.47958141909137314
MO,45,2012,D,1,10274,0,0,0.5
MO,46,2012,D,1,12202,6564,0,-0.19956303953959287
MO,47,2012,D,0,8138,7589,0,-0.4650918802060151
MO,48,2012,R,0,6061,9116,0,-0.2987085721815906
MO,49,2012,R,1,4378,10314,0,-0.09597059624285326
MO,50,2012,R,1,0,13425,0,0.5
MO,51,2012,R,0,6244,6714,504,-0.463728970520142
MO,52,2012,R,1,4854,7998,0,-0.2553688141923436
MO,53,2012,R,0,6909,9931,0,-0.32054631828978625
MO,54,2012,R,1,4511,9342,1211,-0.151266873601386
MO,55,2012,R,1,6465,11747,0,-0.20997144739732046
MO,56,2012,R,1,5667,10189,0,-0.2148082744702321
MO,57,2012,R,1,6613,9091,0,-0.34220580743759554
MO,58,2012,R,0,0,11956,0,0.5
MO,59,2012,R,1,3230,13406,0,0.11168550132243328
MO,60,2012,R,1,7084,10674,0,-0.2978375943236851
MO,61,2012,R,1,4808,12478,0,-0.05628832581279648
MO,62,2012,R,0,5639,11082,0,-0.17448119131630882
MO,63,2012,R,0,6772,11163,0,-0.2551714524672428
MO,64,2012,R,0,8299,8832,0,-0.468886813379254
MO,65,2012,R,1,0,12755,2789,0.5
MO,66,2012,D,1,14427,0,1218,0.5
MO,67,2012,D,1,18856,0,0,0.5
MO,68,2012,D,0,14085,3863,0,0.06953420993982616
MO,69,2012,D,1,12313,5341,0,-0.10507533703409992
MO,70,2012,D,0,9254,8537,0,-0.45969872407397
MO,71,2012,D,0,13431,0,0,0.5
MO,72,2012,D,1,9815,5828,0,-0.24512561529118457
MO,73,2012,D,0,13495,0,0,0.5
MO,74,2012,D,1,14356,0,0,0.5
MO,75,2012,D,1,16600,0,0,0.5
MO,76,2012,D,1,17869,0,0,0.5
MO,77,2012,D,0,13992,0,0,0.5
MO,78,2012,D,1,12100,0,0,0.5
MO,79,2012,D,0,15225,0,0,0.5
MO,80,2012,D,1,13683,0,0,0.5
MO,81,2012,D,1,11555,0,0,0.5
MO,82,2012,D,1,12631,4560,0,-0.03051015066022919
MO,83,2012,D,0,15171,0,0,0.5
MO,84,2012,D,1,15214,0,0,0.5
MO,85,2012,D,1,15570,0,0,0.5
MO,86,2012,D,1,17721,0,0,0.5
MO,87,2012,D,1,15823,0,0,0.5
MO,88,2012,D,1,15334,0,0,0.5
MO,89,2012,R,1,0,18474,0,0.5
MO,90,2012,R,1,11172,11438,0,-0.48823529411764705
MO,91,2012,D,1,12266,8458,0,-0.31625168886315386
MO,92,2012,D,1,9723,7529,0,-0.3728263389751913
MO,93,2012,D,0,8815,4810,0,-0.20605504587155962
MO,94,2012,D,0,8568,8255,0,-0.4813945194079534
MO,95,2012,R,1,8025,11920,0,-0.30471296064176484
MO,96,2012,R,1,0,17087,0,0.5
MO,97,2012,R,1,7240,7814,0,-0.46187059917629864
MO,98,2012,R,1,0,15534,0,0.5
MO,99,2012,R,1,7405,10755,0,-0.31552863436123346
MO,100,2012,R,1,0,16814,0,0.5
MO,101,2012,R,1,0,16962,0,0.5
MO,102,2012,R,1,6961,11715,0,-0.24544870421931891
MO,103,2012,R,1,0,15754,76,0.5
MO,104,2012,R,1,7616,9835,0,-0.37284396309667067
MO,105,2012,R,1,7619,11726,0,-0.2876970793486689
MO,106,2012,R,0,6404,9691,0,-0.2957750854302578
MO,107,2012,R,0,7695,9628,0,-0.38841424695491544
MO,108,2012,R,1,0,15541,0,0.5
MO,109,2012,R,1,7215,9810,0,-0.3475770925110132
MO,110,2012,R,1,0,15055,0,0.5
MO,111,2012,D,0,8052,7836,0,-0.486404833836858
MO,112,2012,R,1,6425,9284,0,-0.3180024189954803
MO,113,2012,D,0,8450,7225,0,-0.4218500797448166
MO,114,2012,D,0,7780,7691,0,-0.49424730140262424
MO,115,2012,R,0,6676,6909,0,-0.48284873021715125
MO,116,2012,R,0,0,12284,0,0.5
MO,117,2012,D,1,9704,0,0,0.5
MO,118,2012,D,1,11297,0,0,0.5
MO,119,2012,R,1,0,12327,0,0.5
MO,120,2012,R,1,0,12659,0,0.5
MO,121,2012,R,1,0,11227,0,0.5
MO,122,2012,R,0,0,6498,0,0.5
MO,123,2012,R,1,0,14815,0,0.5
MO,124,2012,R,0,0,15378,0,0.5
MO,125,2012,R,0,0,14033,0,0.5
MO,126,2012,R,0,0,13206,0,0.5
MO,127,2012,R,1,0,14879,0,0.5
MO,128,2012,R,1,0,14025,0,0.5
MO,129,2012,R,1,3653,12032,0,0.03420465412814791
MO,130,2012,R,0,0,13188,3009,0.5
MO,131,2012,R,0,0,13279,0,0.5
MO,132,2012,D,0,5203,4416,0,-0.41818276328100634
MO,133,2012,R,1,4972,11878,0,-0.09014836795252225
MO,134,2012,R,0,7239,9227,0,-0.3792663670593951
MO,135,2012,R,1,7310,8932,0,-0.4001354512991011
MO,136,2012,R,0,0,17648,0,0.5
MO,137,2012,R,1,0,14320,2895,0.5
MO,138,2012,R,1,0,15712,0,0.5
MO,139,2012,R,1,5020,12375,0,-0.07717734981316471
MO,140,2012,R,0,0,15284,0,0.5
MO,141,2012,R,1,0,12677,0,0.5
MO,142,2012,R,0,0,11843,0,0.5
MO,143,2012,R,0,5299,9580,0,-0.21227905101149272
MO,144,2012,R,1,4897,9432,0,-0.18350896782748272
MO,145,2012,R,1,0,12873,0,0.5
MO,146,2012,R,1,0,16824,0,0.5
MO,147,2012,R,0,0,12546,0,0.5
MO,148,2012,R,0,5893,8991,0,-0.29185702768073096
MO,149,2012,D,1,8707,4403,0,-0.17170099160945843
MO,150,2012,R,1,5838,5954,0,-0.4901628222523745
MO,151,2012,R,0,5198,9958,0,-0.18593296384270255
MO,152,2012,R,1,0,11572,0,0.5
MO,153,2012,R,1,0,11464,2939,0.5
MO,154,2012,R,0,4570,9950,0,-0.12947658402203857
MO,155,2012,R,1,0,13880,0,0.5
MO,156,2012,R,0,0,13072,0,0.5
MO,157,2012,R,1,0,13426,0,0.5
MO,158,2012,R,0,0,10568,2700,0.5
MO,159,2012,R,1,0,11340,0,0.5
MO,160,2012,R,1,0,14061,0,0.5
MO,161,2012,R,1,0,11115,0,0.5
MO,162,2012,R,1,0,12917,0,0.5
MO,163,2012,R,1,0,12663,0,0.5
MS,1,1979,D,0,2846,0,0,0.5
MS,2,1979,D,0,2127,0,0,0.5
MS,3,1979,D,0,3286,0,0,0.5
MS,4,1979,D,1,2992,0,0,0.5
